"data_set1","data_set2","cor","p","p_adjust","level"
"Energy","phylum_Verrucomicrobia",0.804543449417447,0.00160148634278442,0.0307485377814609,"phylum"
"Energy","class_Verrucomicrobiae",0.804543449417447,0.00160148634278442,0.0307485377814609,"class"
"Energy","order_Verrucomicrobiales",0.804543449417447,0.00160148634278442,0.0307485377814609,"order"
"Energy","family_Verrucomicrobiaceae",0.804543449417447,0.00160148634278442,0.0307485377814609,"family"
"Energy","genus_Akkermansia",0.804543449417447,0.00160148634278442,0.0307485377814609,"genus"
"TransFat","class_Bacilli",0.768467033430101,0.00349897841245196,0.0982019765219782,"class"
"TransFat","order_Lactobacillales",0.764089624344,0.00381187500658313,0.0982019765219782,"order"
"TransFat","family_Streptococcaceae",0.760399499980127,0.00409174902174909,0.0982019765219782,"family"
"TransFat","genus_Streptococcus",0.768467033430101,0.00349897841245196,0.0982019765219782,"genus"
"Chol","genus_unclassified_Lachnospiraceae",0.827893926757693,0.000883920701782702,0.0848563873711394,"genus"
"Water","class_Erysipelotrichia",0.793296617017716,0.00207587958289076,0.0498211099893782,"class"
"Water","order_Erysipelotrichales",0.793296617017716,0.00207587958289076,0.0498211099893782,"order"
"Water","family_Erysipelotrichaceae",0.793296617017716,0.00207587958289076,0.0498211099893782,"family"
"Water","genus_Faecalibacterium",-0.820381398549854,0.00107985319629304,0.0498211099893782,"genus"
"VitB1","genus_Anaerotruncus",0.802458818705769,0.00168240584757647,0.161510961367341,"genus"
"VitB_NE","genus_Faecalibacterium",-0.833144547022913,0.000764178085329618,0.0733610961916433,"genus"
"Panto","genus_Faecalibacterium",-0.811617237311002,0.00134895451998428,0.129499633918491,"genus"
"Fluor","genus_Roseburia",-0.809932930707165,0.0014060899707353,0.134984637190589,"genus"
"Iodine","class_Erysipelotrichia",0.724866672195766,0.00765097306450193,0.183623353548046,"class"
"Iodine","order_Erysipelotrichales",0.724866672195766,0.00765097306450193,0.183623353548046,"order"
"Iodine","family_Erysipelotrichaceae",0.724866672195766,0.00765097306450193,0.183623353548046,"family"
"Iodine","genus_Faecalibacterium",-0.798838825177395,0.00183033406613019,0.175712070348498,"genus"
"Fe","genus_Anaerotruncus",0.829237208316124,0.000851997082777558,0.0817917199466456,"genus"
"K","genus_Anaerotruncus",0.79424533708045,0.0020321566763274,0.195087040927431,"genus"
"Na","phylum_Bacteroidetes",-0.847690992326648,0.000496963851815867,0.0159028432581077,"phylum"
"Na","phylum_Firmicutes",0.797679364880071,0.0018797590463085,0.0451142171114041,"phylum"
"Na","class_Bacteroidia",-0.847882286974582,0.00049401792428376,0.0159028432581077,"class"
"Na","order_Bacteroidales",-0.847882286974582,0.00049401792428376,0.0159028432581077,"order"
"Na","genus_Lachnospiracea_incertae_sedis",0.716264007411985,0.00878249099555385,0.168623827114634,"genus"
